application_id,customer_id,application_date,uf,channel,age,gender,education,employment_type,months_employed,monthly_income,bank_relationship_months,marital_status,dependents,housing_status,credit_history_months,previous_loans,previous_defaults,bureau_inquiries_90d,open_credit_lines,credit_utilization,delinquency_12m,avg_payment_delay_days,monthly_existing_debt,requested_amount,loan_purpose,term_months,estimated_installment,debt_to_income,digital_behavior_score,device_age_months,email_age_months,phone_verified,document_consistency,ip_risk_score,credit_score_internal,risk_band,approved,approved_amount,interest_rate_monthly,default_90d,fraud_confirmed
APP0007125,CUST007125,2024-05-14,MG,app_ios,26,F,medio,autonomo,26,4456.45,18,casado,1,familia,27,0,0,1,4,0.422,0,10.7,1735.08,10112.91,veiculo,12,1046.52,0.624,80.0,11,5,1,1,7.0,607,C,1,10112.91,0.0487,0,0
APP0002285,CUST002285,2024-05-14,SP,app_android,55,M,superior_incompleto,autonomo,59,2269.76,44,solteiro,2,proprio_quitado,340,4,0,3,5,0.495,0,5.3,410.31,7889.09,emergencia,12,816.39,0.54,54.6,5,55,1,1,10.4,645,C,0,0.0,0.0375,0,0
APP0007600,CUST007600,2024-05-15,RJ,app_ios,34,F,fundamental,aposentado,25,1046.39,13,casado,5,proprio_quitado,96,3,1,1,4,0.688,1,9.4,601.4,2678.88,educacao,9,352.13,0.911,51.3,14,35,1,1,0.5,421,E,0,0.0,0.1118,0,0
APP0000834,CUST000834,2024-05-15,SP,app_android,41,M,superior,CLT,40,3048.41,9,divorciado,4,proprio_financiado,153,2,0,2,3,0.418,0,1.8,978.34,7046.79,capital_giro,6,1322.46,0.755,78.2,8,22,1,1,4.7,627,C,1,7046.79,0.0596,0,0
APP0003244,CUST003244,2024-05-15,SC,app_android,35,M,fundamental,autonomo,54,1934.26,7,casado,0,alugado,83,2,0,1,4,0.847,1,7.4,799.68,2175.4,consumo,12,225.12,0.53,48.3,8,19,1,1,10.7,595,D,1,2175.4,0.0721,1,0
APP0007304,CUST007304,2024-05-15,CE,app_ios,44,F,superior_incompleto,aposentado,41,2299.1,54,casado,1,familia,251,3,0,1,4,0.665,0,2.0,1490.92,10825.72,renegociacao,12,1120.29,1.136,63.1,20,40,0,1,14.7,545,D,0,0.0,0.0903,0,0
APP0002361,CUST002361,2024-05-15,SP,app_ios,44,F,fundamental,CLT,36,2741.62,40,uniao_estavel,1,alugado,143,2,0,2,6,0.284,0,4.4,759.18,6884.27,capital_giro,18,521.94,0.467,63.5,36,51,0,1,36.2,724,B,1,6884.27,0.0312,0,0
APP0006299,CUST006299,2024-05-15,BA,app_ios,49,M,medio,desempregado,0,800.0,20,solteiro,0,alugado,82,1,0,4,2,0.279,0,5.2,401.6,7117.63,renegociacao,24,443.23,1.056,53.2,24,105,1,1,4.8,476,E,0,0.0,0.126,0,0
APP0006419,CUST006419,2024-05-15,BA,parceiro,22,M,medio,CLT,35,2401.7,30,solteiro,2,proprio_quitado,42,0,0,1,2,0.317,0,0.3,577.82,2587.19,consumo,6,485.53,0.443,40.0,2,15,1,1,15.8,670,C,0,0.0,0.0433,0,0
APP0001065,CUST001065,2024-05-15,MG,parceiro,53,F,superior,CLT,19,6240.5,11,casado,5,proprio_financiado,323,1,0,1,6,0.121,0,3.9,2995.59,4992.44,capital_giro,12,516.64,0.563,92.6,23,33,1,1,19.9,714,B,0,0.0,0.0339,0,0
APP0003973,CUST003973,2024-05-15,RJ,web,28,M,medio,CLT,48,1914.76,3,solteiro,2,familia,82,0,0,1,2,0.703,0,0.4,278.13,1965.74,consumo,18,149.04,0.223,73.0,5,95,1,1,13.6,636,C,1,1965.74,0.0504,0,0
APP0004985,CUST004985,2024-05-16,PR,web,31,F,pos_graduacao,MEI,54,3041.83,31,solteiro,0,familia,69,0,0,2,4,0.359,0,11.6,1625.42,11866.27,emergencia,36,584.82,0.727,43.3,15,38,1,1,0.9,669,C,0,0.0,0.061,0,0
APP0003541,CUST003541,2024-05-17,SP,app_android,31,F,medio,autonomo,75,3180.02,12,solteiro,0,proprio_financiado,109,3,0,3,1,0.634,0,7.9,255.92,3337.85,consumo,18,253.07,0.16,78.6,4,108,1,1,7.6,640,C,1,3337.85,0.0491,0,0
APP0000156,CUST000156,2024-05-17,SP,app_android,46,F,medio,CLT,16,6133.79,30,uniao_estavel,2,outro,156,3,0,2,4,0.347,0,2.4,2385.97,42908.81,veiculo,36,2114.72,0.734,63.9,9,41,1,1,8.2,615,C,0,0.0,0.055,0,0
APP0001579,CUST001579,2024-05-17,RS,web,23,M,medio,servidor_publico,47,2405.23,45,casado,3,alugado,24,0,0,3,2,0.79,0,0.5,699.03,6596.13,consumo,36,325.08,0.426,81.0,0,34,0,1,18.7,654,C,0,0.0,0.043,0,0
APP0004159,CUST004159,2024-05-17,PA,app_android,23,M,medio,CLT,58,2063.76,49,solteiro,2,proprio_quitado,36,0,0,2,1,0.55,0,2.2,434.61,2434.26,renegociacao,48,105.42,0.262,70.9,22,14,1,1,29.0,583,D,0,0.0,0.0796,0,0
APP0005403,CUST005403,2024-05-17,PA,app_ios,41,F,pos_graduacao,autonomo,89,800.0,13,casado,0,alugado,174,2,1,1,1,0.731,1,1.1,168.25,2943.77,reforma,18,223.19,0.489,44.2,17,20,1,1,6.6,567,D,0,0.0,0.0632,0,0
APP0004085,CUST004085,2024-05-17,SP,web,24,F,fundamental,CLT,43,1530.3,35,uniao_estavel,0,alugado,22,1,0,0,5,0.516,0,2.4,533.05,3641.43,reforma,24,226.76,0.497,100.0,6,16,1,1,7.6,680,C,0,0.0,0.048,0,0
APP0005728,CUST005728,2024-05-18,SP,app_android,45,NA,superior_incompleto,CLT,33,2718.91,43,casado,1,alugado,76,3,1,1,4,0.263,0,6.8,1033.24,3606.93,saude,12,373.26,0.517,67.6,40,38,0,1,18.5,634,C,0,0.0,0.0384,0,0
APP0001399,CUST001399,2024-05-18,RS,app_ios,45,F,pos_graduacao,CLT,50,9695.81,7,solteiro,4,alugado,138,0,0,0,3,0.518,0,2.2,1610.52,3931.44,emergencia,24,244.82,0.191,93.1,8,87,1,1,45.2,763,B,1,3931.44,0.028,0,0
APP0000018,CUST000018,2024-05-18,PR,app_android,35,M,medio,desempregado,0,800.0,37,casado,0,alugado,42,0,0,3,4,0.781,2,1.6,415.4,3431.65,emergencia,36,169.13,0.731,53.9,61,100,1,1,7.3,383,E,0,0.0,0.1049,0,0
APP0003292,CUST003292,2024-05-18,DF,app_android,47,M,superior,CLT,35,4914.84,32,casado,3,familia,116,1,0,6,3,0.328,0,1.3,1835.76,6359.46,emergencia,18,482.15,0.472,71.4,9,47,1,1,29.4,622,C,0,0.0,0.0465,0,0
APP0002151,CUST002151,2024-05-19,RJ,app_ios,27,M,medio,autonomo,67,1540.69,12,uniao_estavel,1,proprio_quitado,86,1,0,0,2,0.552,0,0.6,841.95,2194.72,consumo,36,108.16,0.617,66.9,4,31,0,1,1.2,620,C,0,0.0,0.05,0,0
APP0007217,CUST007217,2024-05-19,PR,app_android,63,F,superior_incompleto,autonomo,28,4054.68,27,solteiro,2,proprio_financiado,418,8,1,0,4,0.466,0,1.7,531.61,10585.28,consumo,36,521.69,0.26,74.8,9,17,1,1,25.5,673,C,0,0.0,0.0449,0,0
APP0006140,CUST006140,2024-05-19,PE,app_android,30,F,medio,CLT,37,4628.19,49,solteiro,1,alugado,36,1,0,0,1,0.258,0,1.1,1918.15,1012.28,consumo,6,189.97,0.455,74.7,9,60,1,1,1.5,696,C,0,0.0,0.0548,0,0
APP0000304,CUST000304,2024-05-19,RS,app_android,19,F,superior,CLT,6,1239.24,32,uniao_estavel,2,proprio_financiado,7,0,0,1,1,0.251,0,1.2,261.41,4586.17,capital_giro,12,474.59,0.594,76.1,14,75,1,1,23.5,619,C,0,0.0,0.0543,0,0
APP0000824,CUST000824,2024-05-19,MG,web,18,F,medio,servidor_publico,51,2694.58,22,solteiro,0,proprio_financiado,0,0,0,1,3,0.111,0,4.0,1113.53,5377.98,reforma,18,407.74,0.565,66.1,13,26,1,1,15.1,628,C,1,5377.98,0.043,0,0
APP0006796,CUST006796,2024-05-19,RJ,app_android,29,M,pos_graduacao,aposentado,60,2024.75,29,solteiro,0,proprio_quitado,79,0,0,3,4,0.278,0,5.2,572.88,2267.42,saude,12,234.64,0.399,45.3,17,32,0,1,14.4,673,C,1,2267.42,0.0333,0,1
APP0004923,CUST004923,2024-05-19,RS,web,45,F,superior,CLT,58,2732.18,23,casado,1,alugado,55,0,0,1,5,0.291,0,7.9,1098.05,4630.97,consumo,12,479.23,0.577,89.7,52,12,1,1,13.9,655,C,1,4630.97,0.0433,0,0
APP0007582,CUST007582,2024-05-19,MG,app_android,56,F,superior,CLT,14,2135.86,34,solteiro,0,proprio_quitado,170,3,0,1,4,0.818,1,2.6,441.48,5379.19,capital_giro,24,334.98,0.364,78.3,25,29,1,1,29.6,605,C,0,0.0,0.0376,0,0
APP0006934,CUST006934,2024-05-19,SP,app_android,45,M,superior,MEI,35,1533.0,53,casado,1,alugado,150,3,0,1,2,0.797,2,0.0,530.32,1909.86,reforma,18,144.8,0.44,71.3,3,17,1,1,26.1,515,D,1,1909.86,0.0747,0,0
APP0000694,CUST000694,2024-05-19,SP,app_android,33,M,medio,CLT,27,2265.46,19,casado,0,alugado,124,3,0,1,1,0.625,0,1.0,435.53,5301.16,renegociacao,6,994.86,0.631,29.7,23,54,1,1,1.3,666,C,0,0.0,0.0529,0,0
APP0006099,CUST006099,2024-05-19,SP,web,44,M,superior,MEI,59,7029.94,11,casado,2,familia,161,1,0,2,4,0.803,1,8.8,1515.14,8984.43,capital_giro,36,442.79,0.279,70.3,60,9,1,1,3.3,647,C,0,0.0,0.0497,0,0
APP0006481,CUST006481,2024-05-19,RS,app_android,40,F,medio,autonomo,51,838.19,26,solteiro,1,alugado,78,0,0,2,0,0.307,0,3.8,112.04,1962.36,emergencia,18,148.78,0.311,87.7,8,27,1,1,20.3,632,C,0,0.0,0.0519,0,0
APP0003675,CUST003675,2024-05-20,RS,app_ios,53,NA,medio,CLT,36,2345.28,17,uniao_estavel,0,alugado,302,2,0,1,5,0.528,0,9.6,896.3,2574.32,reforma,6,483.12,0.588,71.1,20,78,1,1,33.2,646,C,0,0.0,0.0383,0,0
APP0005896,CUST005896,2024-05-20,SP,app_android,38,F,superior,CLT,49,2043.1,11,solteiro,1,alugado,104,0,0,0,2,0.575,0,3.9,688.97,6321.78,veiculo,36,311.56,0.49,60.0,24,26,1,1,28.0,735,B,0,0.0,0.0314,0,0
APP0002548,CUST002548,2024-05-20,MG,web,43,M,fundamental,CLT,43,800.0,101,divorciado,1,proprio_quitado,156,2,0,3,3,0.194,0,2.8,295.6,6086.41,consumo,12,629.85,1.157,78.9,15,39,1,1,28.4,574,D,0,0.0,0.0817,0,0
APP0004060,CUST004060,2024-05-20,MS,parceiro,29,F,medio,CLT,47,1652.82,40,casado,5,alugado,98,1,0,1,3,0.649,0,4.7,799.91,2453.53,renegociacao,6,460.45,0.763,31.3,5,32,1,1,2.9,573,D,1,2453.53,0.0965,1,0
APP0001346,CUST001346,2024-05-20,MG,parceiro,56,M,medio,CLT,16,1277.54,21,viuvo,0,alugado,101,4,0,0,1,0.28,0,1.5,903.98,10255.02,consumo,6,1924.54,2.214,69.0,10,63,1,1,15.9,592,D,0,0.0,0.0738,0,0
APP0000679,CUST000679,2024-05-20,MT,whatsapp,23,F,superior_incompleto,CLT,59,2521.29,39,casado,4,proprio_quitado,36,0,0,2,5,0.443,1,3.1,1260.18,574.74,saude,24,35.79,0.514,45.5,10,10,1,1,13.6,562,D,0,0.0,0.0656,0,0
APP0002767,CUST002767,2024-05-20,PR,app_android,51,M,superior,CLT,22,1698.19,43,uniao_estavel,0,outro,324,8,0,2,8,0.643,0,2.2,820.31,10714.48,saude,18,812.34,0.961,76.2,6,73,1,0,9.0,509,D,0,0.0,0.0808,0,0
APP0005629,CUST005629,2024-05-20,PR,web,31,M,superior_incompleto,autonomo,108,2083.31,11,divorciado,3,familia,88,0,0,1,1,0.425,0,6.8,512.55,2188.37,reforma,18,165.92,0.326,48.2,14,25,1,1,17.0,693,C,0,0.0,0.0454,0,0
APP0004055,CUST004055,2024-05-21,PE,app_android,41,M,medio,autonomo,79,7852.1,61,casado,1,proprio_quitado,134,4,0,1,3,0.21,0,10.4,2092.75,6748.48,consumo,48,292.25,0.304,64.1,34,14,0,1,24.0,802,A,1,6748.48,0.0244,0,0
APP0001233,CUST001233,2024-05-21,SP,app_android,31,M,medio,CLT,18,2136.01,62,viuvo,2,proprio_financiado,78,0,0,2,6,0.815,2,1.7,1261.13,7576.22,educacao,18,574.41,0.859,47.0,30,35,1,1,6.2,370,E,0,0.0,0.1033,0,0
APP0000809,CUST000809,2024-05-21,MG,app_android,26,F,superior,autonomo,43,6186.83,25,casado,0,outro,40,1,0,0,2,0.35,1,5.2,2488.48,9008.4,capital_giro,6,1690.59,0.675,70.2,11,12,1,1,20.4,591,D,0,0.0,0.0632,0,0
APP0004064,CUST004064,2024-05-21,SP,whatsapp,42,M,pos_graduacao,MEI,27,6217.26,7,casado,1,proprio_quitado,237,2,0,1,4,0.517,0,1.6,1754.62,3628.79,capital_giro,9,476.99,0.359,60.9,42,39,1,1,10.2,685,C,1,3628.79,0.0381,0,0
APP0007830,CUST007830,2024-05-21,SP,parceiro,43,F,medio,autonomo,25,1279.8,15,solteiro,0,familia,136,0,0,1,2,0.451,0,7.1,278.19,2589.99,consumo,48,112.16,0.305,47.6,17,13,1,1,6.5,725,B,1,2589.99,0.0241,0,0
APP0004560,CUST004560,2024-05-21,MS,app_ios,23,M,fundamental,MEI,55,1537.75,25,uniao_estavel,0,familia,13,0,0,3,2,0.726,0,5.6,267.28,3787.28,reforma,36,186.65,0.295,76.4,35,24,1,1,23.2,513,D,0,0.0,0.0648,0,0
APP0007517,CUST007517,2024-05-21,RJ,app_android,40,F,medio,autonomo,45,1540.11,17,casado,2,alugado,45,1,0,0,2,0.565,0,7.8,218.12,2105.57,capital_giro,18,159.64,0.245,97.3,5,23,1,1,2.0,675,C,1,2105.57,0.0334,0,0
APP0001647,CUST001647,2024-05-21,SP,app_android,46,NA,superior,CLT,66,5636.09,26,solteiro,0,proprio_quitado,92,1,0,0,6,0.237,0,10.4,772.95,6490.76,reforma,12,671.69,0.256,42.7,9,57,1,1,2.5,713,B,0,0.0,0.027,0,0
APP0005773,CUST005773,2024-05-21,SP,whatsapp,26,M,fundamental,CLT,43,4002.32,26,casado,0,proprio_quitado,60,0,0,1,1,0.414,0,12.6,1902.1,7214.68,renegociacao,18,546.99,0.612,70.4,10,71,0,1,10.1,651,C,0,0.0,0.0601,0,0
APP0001316,CUST001316,2024-05-21,RS,app_android,51,M,medio,autonomo,85,878.67,5,uniao_estavel,2,proprio_quitado,345,7,2,1,6,0.663,3,1.6,540.17,2382.21,renegociacao,24,148.35,0.784,29.1,0,26,1,1,10.4,425,E,0,0.0,0.1318,0,0
APP0002670,CUST002670,2024-05-22,RJ,parceiro,51,F,fundamental,desempregado,0,1086.12,56,solteiro,0,proprio_quitado,255,2,0,3,5,0.851,1,2.7,810.96,2983.12,emergencia,12,308.71,1.031,60.3,27,31,1,1,5.3,381,E,0,0.0,0.1027,0,0
APP0000179,CUST000179,2024-05-22,ES,app_android,43,NA,pos_graduacao,CLT,135,9817.82,22,casado,3,alugado,79,2,1,1,2,0.724,0,7.0,882.1,5244.35,reforma,12,542.71,0.145,88.7,17,33,1,1,0.1,645,C,0,0.0,0.0491,0,0
APP0000995,CUST000995,2024-05-22,RJ,parceiro,28,M,medio,autonomo,57,800.0,70,uniao_estavel,1,proprio_quitado,98,2,2,0,3,0.437,0,20.7,286.72,5609.3,capital_giro,18,425.28,0.89,85.3,9,38,1,1,12.1,451,E,0,0.0,0.1072,0,0
APP0000305,CUST000305,2024-05-22,BA,app_android,28,M,superior_incompleto,CLT,55,2173.12,12,casado,1,alugado,56,0,0,2,2,0.652,0,1.0,1016.94,5423.16,veiculo,12,561.21,0.726,77.1,2,19,1,1,12.2,521,D,0,0.0,0.0883,0,0
APP0002021,CUST002021,2024-05-22,PA,whatsapp,54,NA,superior,aposentado,56,3966.13,28,solteiro,1,outro,108,4,1,1,5,0.521,2,20.6,1320.86,3093.02,consumo,24,192.61,0.382,60.9,9,95,1,1,10.5,482,E,0,0.0,0.0991,0,0
APP0002963,CUST002963,2024-05-22,RJ,app_android,27,M,medio,servidor_publico,25,2060.62,9,casado,4,outro,61,1,1,3,1,0.949,3,2.4,219.39,5965.49,consumo,18,452.28,0.326,56.4,34,55,0,1,31.1,403,E,0,0.0,0.0922,0,0
APP0002187,CUST002187,2024-05-23,DF,app_android,42,F,superior,CLT,24,7172.73,4,casado,3,alugado,79,1,0,1,0,0.415,0,2.9,1688.14,4002.02,capital_giro,18,303.42,0.278,46.6,36,68,1,0,9.6,691,C,1,4002.02,0.0488,0,0
APP0001530,CUST001530,2024-05-23,PR,app_android,43,F,medio,CLT,13,2403.07,7,uniao_estavel,1,proprio_financiado,123,1,0,2,3,0.608,1,0.4,780.49,1961.63,consumo,36,96.68,0.365,67.1,15,30,1,1,1.9,601,C,1,1961.63,0.0432,1,0
APP0005548,CUST005548,2024-05-23,SP,app_android,34,F,superior_incompleto,CLT,83,1217.9,12,casado,3,proprio_financiado,32,0,0,3,1,0.498,0,0.2,254.32,1301.9,educacao,36,64.16,0.261,18.7,1,54,1,1,1.2,625,C,0,0.0,0.0379,0,0
APP0005041,CUST005041,2024-05-23,BA,web,31,M,superior,autonomo,57,4094.91,32,casado,0,familia,126,1,0,0,4,0.296,0,2.3,1862.15,12730.3,educacao,18,965.17,0.69,67.4,1,84,1,1,18.6,703,B,0,0.0,0.0389,0,0
APP0001002,CUST001002,2024-05-23,PR,whatsapp,39,F,superior,CLT,83,4730.47,20,divorciado,3,familia,158,1,0,0,2,0.497,1,1.7,1522.63,19754.25,renegociacao,6,3707.24,1.106,62.5,21,50,1,1,12.4,476,E,0,0.0,0.1257,0,0
APP0001710,CUST001710,2024-05-23,SC,app_android,40,NA,superior,CLT,42,2148.23,5,solteiro,0,proprio_financiado,43,1,0,2,1,0.463,2,0.8,114.96,7065.0,capital_giro,18,535.65,0.303,62.4,58,26,1,1,10.9,610,C,0,0.0,0.055,0,0
APP0001735,CUST001735,2024-05-23,SP,whatsapp,20,M,fundamental,desempregado,0,800.0,21,solteiro,2,proprio_financiado,8,0,0,4,3,0.397,0,7.4,558.75,2403.96,saude,9,315.99,1.093,65.1,14,216,1,0,2.9,352,E,0,0.0,0.1089,0,0
APP0006786,CUST006786,2024-05-23,DF,app_ios,31,F,fundamental,MEI,32,3621.51,45,solteiro,1,proprio_financiado,98,2,0,0,3,0.306,0,2.4,1807.63,2196.01,veiculo,12,227.25,0.562,52.5,4,55,1,1,14.0,674,C,1,2196.01,0.0449,0,0
APP0006824,CUST006824,2024-05-23,MT,app_ios,18,M,medio,MEI,17,3451.39,15,casado,0,familia,0,1,0,1,0,0.583,0,4.1,171.18,10565.37,consumo,12,1093.35,0.366,88.3,3,52,1,1,3.7,638,C,0,0.0,0.0555,0,0
APP0001202,CUST001202,2024-05-23,SP,app_ios,37,F,medio,desempregado,0,800.0,44,casado,0,alugado,81,0,0,4,2,0.468,0,5.0,607.03,11929.2,educacao,24,742.87,1.687,68.5,11,12,1,1,6.2,519,D,0,0.0,0.0658,0,0
APP0002838,CUST002838,2024-05-23,SP,app_android,44,M,medio,CLT,23,805.16,44,casado,2,alugado,61,0,0,3,2,0.755,0,6.1,333.87,2415.99,renegociacao,36,119.07,0.563,57.7,8,39,1,1,30.2,534,D,0,0.0,0.0728,0,0
APP0004175,CUST004175,2024-05-23,DF,app_ios,26,F,medio,MEI,42,2052.97,20,casado,4,familia,76,1,0,1,2,0.875,1,5.8,466.7,9996.42,saude,18,757.9,0.597,48.8,17,65,1,1,6.5,511,D,0,0.0,0.0714,0,0
APP0007162,CUST007162,2024-05-24,MG,app_android,25,M,superior,CLT,47,5342.5,43,solteiro,2,alugado,32,1,0,1,0,0.355,0,2.4,1040.78,4040.44,saude,9,531.1,0.294,38.7,1,47,1,1,18.6,767,B,1,4040.44,0.0415,0,0
APP0002951,CUST002951,2024-05-24,GO,app_android,32,M,superior_incompleto,desempregado,0,2045.55,34,solteiro,0,alugado,113,1,0,3,6,0.446,0,1.0,910.83,2016.93,renegociacao,36,99.4,0.494,71.9,26,67,1,1,27.8,537,D,0,0.0,0.0693,0,0
APP0002171,CUST002171,2024-05-24,SC,app_ios,29,M,superior_incompleto,CLT,19,3700.83,29,uniao_estavel,1,proprio_quitado,115,1,0,3,3,0.199,0,6.5,616.53,11154.23,veiculo,24,694.61,0.354,66.2,2,16,1,1,40.5,739,B,0,0.0,0.0312,0,0
APP0007224,CUST007224,2024-05-24,RJ,whatsapp,43,M,pos_graduacao,aposentado,71,2046.38,19,solteiro,3,familia,166,1,0,2,4,0.506,0,2.6,1173.82,7430.3,veiculo,18,563.34,0.849,68.7,24,11,1,1,23.5,579,D,0,0.0,0.0861,0,0
APP0001194,CUST001194,2024-05-24,RS,app_ios,31,F,superior_incompleto,autonomo,40,2634.76,52,casado,0,proprio_quitado,92,1,0,1,2,0.236,0,0.4,1311.86,1263.83,educacao,24,78.7,0.528,62.6,2,75,0,1,16.4,727,B,0,0.0,0.0373,0,0
APP0000236,CUST000236,2024-05-24,BA,app_android,43,F,medio,servidor_publico,41,3121.26,15,viuvo,0,familia,258,2,1,1,7,0.317,1,5.2,1093.88,1693.66,consumo,6,317.85,0.452,20.0,3,26,1,1,10.2,665,C,0,0.0,0.0382,0,0
APP0000490,CUST000490,2024-05-24,CE,app_android,31,F,medio,autonomo,23,1473.97,39,solteiro,3,proprio_financiado,113,0,0,1,2,0.533,0,0.3,468.64,5124.94,capital_giro,18,388.56,0.582,60.4,16,39,1,1,5.3,612,C,0,0.0,0.0367,0,0
APP0000886,CUST000886,2024-05-25,SP,app_ios,57,F,fundamental,autonomo,35,800.0,33,solteiro,0,alugado,168,1,0,1,1,0.678,0,4.6,281.69,2000.12,renegociacao,36,98.57,0.475,64.4,66,59,1,1,20.4,669,C,0,0.0,0.0613,0,0
APP0003428,CUST003428,2024-05-25,RS,web,40,M,superior,CLT,25,5038.58,29,solteiro,3,alugado,107,1,0,1,3,0.312,0,8.7,1408.69,3403.03,veiculo,36,167.72,0.313,62.1,10,42,1,1,30.2,786,B,1,3403.03,0.0368,0,0
APP0001916,CUST001916,2024-05-25,BA,web,18,NA,superior,autonomo,24,4097.63,26,solteiro,1,proprio_quitado,0,0,0,1,1,0.678,0,2.7,1461.34,9276.81,capital_giro,48,401.75,0.455,54.2,34,14,1,1,18.1,589,D,1,9276.81,0.0709,0,0
APP0000417,CUST000417,2024-05-25,RJ,app_android,53,F,superior,servidor_publico,73,2417.41,63,solteiro,2,alugado,277,2,0,1,1,0.391,0,1.1,599.61,4212.66,educacao,12,435.94,0.428,76.3,2,48,1,1,16.5,721,B,0,0.0,0.0292,0,0
APP0004599,CUST004599,2024-05-25,MG,app_ios,27,F,superior,autonomo,40,1701.0,5,uniao_estavel,2,outro,72,1,0,1,3,0.677,0,3.8,772.94,6465.97,renegociacao,9,849.93,0.954,60.6,8,27,0,1,14.4,525,D,0,0.0,0.0889,0,0
APP0002434,CUST002434,2024-05-25,RJ,web,30,M,medio,MEI,30,3152.29,38,divorciado,0,proprio_financiado,102,2,0,3,2,0.206,0,0.8,463.51,2176.11,consumo,9,286.04,0.238,31.2,12,21,1,1,21.7,677,C,1,2176.11,0.0415,0,0
APP0007798,CUST007798,2024-05-25,SP,app_android,38,F,fundamental,CLT,115,2571.61,17,solteiro,2,alugado,200,5,0,0,3,0.239,1,1.3,301.28,13079.03,renegociacao,24,814.47,0.434,23.2,48,56,1,1,4.0,723,B,0,0.0,0.0516,0,0
APP0004738,CUST004738,2024-05-26,RJ,app_ios,29,F,medio,MEI,38,3220.78,31,casado,0,familia,117,2,0,1,4,0.698,1,3.5,421.97,2406.18,veiculo,36,118.59,0.168,53.6,23,97,1,1,7.8,620,C,1,2406.18,0.0464,0,0
APP0001618,CUST001618,2024-05-26,SC,app_android,41,F,fundamental,autonomo,95,1958.24,14,solteiro,2,familia,155,4,2,0,4,0.552,3,2.0,647.23,1669.93,saude,9,219.51,0.443,68.5,9,24,1,1,31.3,440,E,0,0.0,0.1026,0,0
APP0002030,CUST002030,2024-05-26,SC,app_android,47,F,medio,servidor_publico,44,1087.28,39,divorciado,5,proprio_quitado,213,3,1,1,8,0.894,2,0.6,738.66,3760.99,consumo,12,389.2,1.037,75.6,8,35,1,1,9.5,381,E,0,0.0,0.1034,0,0
APP0007149,CUST007149,2024-05-26,MG,parceiro,44,M,medio,CLT,23,1946.36,29,uniao_estavel,2,proprio_quitado,161,2,1,1,4,0.729,1,1.2,919.11,6023.22,veiculo,18,456.66,0.707,76.6,14,33,1,1,36.9,503,D,0,0.0,0.0781,0,0
APP0007664,CUST007664,2024-05-26,PR,app_ios,34,F,medio,desempregado,0,1345.13,12,casado,4,proprio_financiado,89,2,0,6,2,0.633,0,10.4,303.3,2613.57,consumo,36,128.81,0.321,63.4,6,42,1,1,13.8,509,D,0,0.0,0.0684,0,0
APP0007353,CUST007353,2024-05-26,MG,parceiro,41,F,medio,aposentado,37,4449.92,41,casado,2,proprio_financiado,165,2,0,0,5,0.172,0,4.0,1785.96,3988.38,consumo,6,748.49,0.57,48.7,11,46,1,1,5.4,729,B,0,0.0,0.0261,0,0
APP0001930,CUST001930,2024-05-26,SP,app_android,18,F,superior,autonomo,96,3816.95,22,solteiro,0,alugado,0,1,0,3,2,0.097,0,14.6,552.85,4192.87,consumo,36,206.64,0.199,46.7,21,9,1,1,3.9,642,C,0,0.0,0.0416,0,0
APP0005363,CUST005363,2024-05-26,PR,app_ios,37,F,superior,CLT,59,8307.44,29,solteiro,1,proprio_financiado,161,3,2,0,0,0.292,1,23.8,926.59,2889.23,veiculo,24,179.92,0.133,69.4,12,55,1,1,27.3,630,C,1,2889.23,0.0468,0,0
APP0007242,CUST007242,2024-05-27,CE,app_android,47,M,medio,CLT,45,3619.39,35,solteiro,2,proprio_financiado,264,6,1,1,6,0.343,2,17.4,1600.07,7930.93,renegociacao,24,493.88,0.579,61.3,14,20,1,1,12.4,497,E,0,0.0,0.1165,0,0
APP0003680,CUST003680,2024-05-27,RJ,whatsapp,31,M,pos_graduacao,MEI,68,4915.85,15,solteiro,0,proprio_financiado,24,0,0,2,3,0.123,0,1.2,1425.14,9473.16,renegociacao,18,718.23,0.436,53.5,8,133,0,1,15.1,703,B,0,0.0,0.0496,0,0
APP0007197,CUST007197,2024-05-27,SP,web,37,F,pos_graduacao,CLT,102,2063.56,32,casado,3,alugado,88,1,0,1,5,0.385,0,7.2,747.67,2515.65,saude,18,190.73,0.455,76.9,9,58,1,1,20.2,693,C,1,2515.65,0.0555,0,0
APP0007441,CUST007441,2024-05-27,RS,parceiro,29,M,fundamental,MEI,42,2091.2,21,solteiro,1,proprio_financiado,94,2,0,0,3,0.368,0,3.6,292.24,2106.09,educacao,36,103.8,0.189,45.2,28,39,1,1,22.4,759,B,0,0.0,0.0324,0,0
APP0005193,CUST005193,2024-05-27,PE,app_ios,49,M,fundamental,CLT,67,1278.09,29,casado,0,alugado,223,4,1,2,6,0.643,1,9.8,651.78,6898.82,veiculo,36,340.0,0.776,67.7,8,42,1,1,17.4,503,D,1,6898.82,0.0748,1,0
APP0006968,CUST006968,2024-05-27,RJ,app_android,36,M,medio,aposentado,46,2804.51,20,solteiro,0,outro,107,0,0,0,2,0.141,0,2.5,454.87,2194.58,saude,12,227.1,0.243,23.3,13,45,1,1,5.2,720,B,0,0.0,0.0351,0,0
